"id","sire","dam","gen","lay_shed","x0","genotype","l1","l2","l3"
143,0,0,0,4,0.455184108,0,-1.06089722,0.78763701,-2.116861251
144,0,0,0,1,-0.89969441,2,2.006646343,-0.231186504,0.029399655
145,0,0,0,4,0.581102414,0,0.825253043,0.101221999,0.233456942
146,0,0,0,4,1.123318579,0,-1.168761708,1.274510517,-2.060154251
147,0,0,0,4,-1.691413545,0,-0.858666148,-1.469329132,0.709144481
148,0,0,0,3,0.764431279,0,0.650082364,-0.645474466,-1.652817448
149,0,0,0,2,0.485348658,0,-0.383376962,-0.675391078,0.49105719
150,0,0,0,4,0.330706784,0,-0.940215569,-0.813627623,-1.412834797
151,0,0,0,3,0.687031928,1,0.166092347,1.268222098,0.851714606
152,0,0,0,2,-0.565728028,1,-0.834567271,-0.237683166,-1.521881249
153,0,0,0,4,0.026206762,1,1.341091369,-0.421840249,1.367771808
154,0,0,0,4,-0.433586925,0,-1.004110893,0.121458496,1.200359853
155,0,0,0,3,-0.777818466,1,-0.933422152,-1.499237386,-0.366229443
156,0,0,0,3,-1.476386409,1,-0.12712835,-0.042494795,-0.103457776
157,0,0,0,2,-2.073477318,1,2.290537972,-0.204832102,0.481177057
158,0,0,0,4,0.379345445,0,-1.224208354,-0.473969234,-1.426960573
159,0,0,0,2,0.017547309,1,0.825452429,0.816287875,-1.695065072
160,0,0,0,4,0.303652751,1,-0.7715603,-0.720026107,0.263698817
161,0,0,0,2,-0.378646275,2,-1.23227149,-0.375469241,0.20541642
162,0,0,0,3,0.405977554,0,-0.83031966,-1.159956127,-0.021509381
163,0,0,0,3,0.02689834,0,-0.664194639,-2.275685702,-1.718673626
164,0,0,0,2,0.238226321,1,0.257614798,-1.557179302,-0.359546897
165,0,0,0,3,1.334916306,1,-0.158694954,-0.933404804,-1.169123866
166,0,0,0,2,0.380877056,1,1.039423851,-0.013759503,-0.465774954
167,0,0,0,4,-0.133578784,0,-0.850564287,0.547423853,-0.489369256
168,0,0,0,4,0.027118993,1,-2.184515224,0.615311031,0.684208481
169,0,0,0,3,1.590381085,0,-1.186484799,0.331569675,0.706184233
170,0,0,0,2,-0.82314654,1,-0.64395033,-0.849423018,0.706622405
171,0,0,0,4,0.718328365,0,-0.162579581,0.892554477,-0.485074873
172,0,0,0,4,1.345065637,0,-0.189864567,-0.022540789,-0.644347233
173,0,0,0,4,-1.12992214,0,-0.547442955,-0.651175051,-0.556451258
174,0,0,0,4,0.271660768,1,0.028896523,-0.00507568500000002,-1.086906226
175,0,0,0,4,-1.592523091,0,-1.824941445,-0.370785192,-0.942566231
176,0,0,0,3,-0.063626978,0,-1.269370723,0.261558198,-0.55923966
177,0,0,0,4,-0.205932656,1,0.685385195,-0.466882762,2.064019713
178,0,0,0,4,1.385548486,0,-1.174225504,-1.501167464,-1.745995083
179,0,0,0,4,-0.621446206,1,0.608161539,-0.71080281,0.813617046
180,0,0,0,4,0.036163943,1,-0.840560919,-1.092887413,-0.302319854
181,0,0,0,4,-1.756638169,1,-0.464368489,-1.245989798,1.12798998
182,0,0,0,4,-1.383540571,0,-2.780889091,-0.901549111,-0.881630062
183,0,0,0,3,0.001606524,1,1.205400403,-0.524704949,0.001851865
184,0,0,0,1,0.378527958,1,-1.285423021,-0.524910788,0.496146238
185,0,0,0,3,-0.87385793,0,0.750063734,1.10901406,-1.031615639
186,0,0,0,4,-0.085265767,2,1.476357335,-0.056340505,-0.876120149
187,0,0,0,2,0.313096612,0,-1.966323631,0.735070042,0.652996725
188,0,0,0,3,0.26721487,0,0.356278638,1.361979978,0.346247168
189,0,0,0,4,-0.436905609,0,-0.167137087,0.884798792,1.112021575
190,0,0,0,3,8.57e-05,0,-1.39131657,-1.269485378,0.518555295
191,0,0,0,4,0.883589207,1,-2.245459431,1.932574559,-0.160804746
192,0,0,0,4,-0.734436716,1,-1.398327938,-2.045578466,0.381622179
193,0,0,0,4,-0.579413237,1,1.338315441,0.357659964,-0.269500357
194,0,0,0,4,0.490266524,2,0.724634701,0.177597498,0.707123625
195,0,0,0,4,1.312932881,0,-1.312924867,-1.740499838,-0.455315114
196,0,0,0,2,1.492364335,1,-0.537793739,0.306974029,0.9124851
197,0,0,0,4,0.661292003,1,1.474760417,-1.015344088,-0.528682018
198,0,0,0,4,1.239906459,1,-0.20362379,0.083946266,0.999073736
199,0,0,0,3,-1.936188427,0,-0.340904258,-0.155062077,-0.340532326
200,0,0,0,3,0.912216418,1,0.170943821,0.483859042,0.447378717
201,0,0,0,3,0.866079932,2,1.120224674,-0.578526818,1.076936805
202,0,0,0,3,-0.867791745,1,-0.17497763,0.013322584,0.611743131
203,0,0,0,1,-1.238385552,0,0.544592546,-1.127203649,-0.761789249
204,0,0,0,4,-1.681669591,0,1.083295232,1.658152353,-0.236875581
205,0,0,0,4,-0.382334142,1,-0.788070633,-0.92500651,-0.195475062
206,0,0,0,1,-1.707015984,0,-0.959728286,-1.201453186,-1.354042466
207,0,0,0,4,-0.291584476,0,-0.642239956,-0.383194594,0.370873445
208,0,0,0,2,-0.749375661,1,-0.446035555,0.032067975,-0.123546361
209,0,0,0,3,-2.403139892,0,-1.247448486,-0.842920206,-2.926060694
210,0,0,0,3,-0.99408054,0,-0.595478518,-1.038897957,-1.078974454
211,0,0,0,4,-1.385382677,0,1.303952109,-0.517733219,0.37065533
212,0,0,0,2,-0.466971157,1,-0.027314502,1.101958848,-0.952219516
213,0,0,0,4,1.225590444,1,0.34482022,-0.136276971,-0.250540013
214,0,0,0,2,-0.361133758,1,1.831066288,1.284807469,-0.012967574
215,0,0,0,4,1.197835108,1,0.712220079,2.000239016,-2.68247107
216,0,0,0,4,0.977322508,1,-2.106859099,-0.442130032,-0.302634785
217,0,0,0,4,1.194915512,1,-1.172293854,-0.236687996,0.127944618
218,0,0,0,3,1.288605125,1,0.808043202,-0.497470862,1.213603252
219,0,0,0,2,-0.742682342,2,-1.20405196,1.213549829,1.026684102
220,0,0,0,4,0.140236097,1,0.589770321,-1.64099252,-0.98821705
221,0,0,0,4,0.931472513,0,0.007595491,1.652278685,-0.972304168
222,0,0,0,3,-0.108220717,1,0.569669997,-0.601962822,0.49355435
223,0,0,0,4,-1.439645001,0,0.49262184,-0.955498934,-1.12740917
224,0,0,0,4,-0.453857748,1,1.767813934,-1.661631879,0.406308246
225,0,0,0,3,-0.930019693,1,-1.201607972,-0.440002175,-0.373297819
226,0,0,0,3,2.081704767,0,-1.804713441,-0.954509634,-0.59024401
227,0,0,0,3,-1.064883958,2,1.602050251,1.366852879,2.32839739
228,0,0,0,4,-0.884177889,0,0.121598863,0.27270171,-0.70841608
229,0,0,0,3,-1.301283445,1,0.604145074,0.673112009,-0.167201475
230,0,0,0,3,-1.246918022,1,1.549927411,1.100524967,-2.27176944
231,0,0,0,4,1.337266825,1,1.904711522,-1.092526365,1.189209139
232,0,0,0,3,0.188398399,0,-1.380527029,0.266719522,0.550288902
233,0,0,0,4,0.759785253,2,0.923730363,1.277164602,1.591922672
234,0,0,0,1,-0.203000204,1,1.296989495,0.835254649,0.385002175
235,0,0,0,4,1.685772522,1,0.905201214,1.621712924,0.82487409
236,0,0,0,2,0.190760766,0,-0.531837763,-0.727620604,-0.803209316
237,0,0,0,3,-1.986917549,0,0.077192054,-2.198568408,1.0986449
238,0,0,0,2,-0.224006598,1,0.976529777,-0.962823716,0.09334716
239,0,0,0,4,-1.391665782,1,1.480595824,0.949916401,-0.099262032
240,0,0,0,2,0.177471036,1,1.691167291,0.950837125,-0.626396381
241,0,0,0,4,-1.212534494,1,-0.01045881,-2.347198749,1.339950624
242,0,0,0,2,-1.389437917,2,-0.938365264,-0.589354408,1.723937956
243,0,0,0,1,1.460076547,0,-1.049527172,-1.260241307,-0.200759595
244,0,0,0,4,1.540174386,0,0.37652248,0.647032042,-1.776324008
245,0,0,0,3,-0.322525127,0,0.072484499,0.408524004,0.306533051
246,0,0,0,2,-0.738209789,0,-0.835283073,0.689265142,-0.444925905
247,0,0,0,1,-0.660880415,2,3.425101101,0.845608559,0.633902455
248,0,0,0,2,0.008373408,2,-0.3128427,-0.815297585,2.916708169
249,0,0,0,2,0.644695275,2,-0.149126646,-1.442559907,0.159750534
250,0,0,0,3,0.253922755,1,-0.618588737,-0.285600353,-1.020281251
251,0,0,0,3,-0.491599822,0,0.122436447,0.811041487,-1.27057723
252,0,0,0,4,-0.552517614,1,-1.183126845,1.414042841,-1.119023856
253,0,0,0,1,0.19917035,0,-0.056537667,-1.283840974,1.596015833
254,0,0,0,2,1.949298263,0,-1.084102807,-0.980393208,-1.829576173
255,0,0,0,2,0.699810852,0,0.447729545,0.357024476,1.752002252
256,0,0,0,4,-1.008401687,1,-0.261143125,0.753594534,-0.116833784
257,0,0,0,3,0.496888441,0,-1.303143718,-0.561400281,0.932498297
258,0,0,0,3,0.333413084,0,-2.209349846,-0.77668148,-0.99711973
259,0,0,0,4,-2.33388903,1,1.703984094,-0.075307271,0.781642963
260,0,0,0,2,0.344071701,1,0.271869727,0.579082673,-0.787199397
261,0,0,0,4,-0.959995556,0,-0.64674851,-0.770335621,-2.190491982
262,0,0,0,3,0.036323036,2,-0.361091569,-1.737693872,2.293063272
263,0,0,0,2,1.283800806,0,-0.360900789,0.734796357,-0.339717627
264,0,0,0,4,0.440514582,1,-1.006801112,-0.911237346,-0.620312947
265,0,0,0,3,0.053453129,0,-1.656799019,-0.057972622,-0.057132271
266,0,0,0,3,0.912656896,1,-0.174259357,-1.779607062,0.224257828
267,0,0,0,3,0.224779605,1,0.664211005,-1.548868731,2.219073716
268,0,0,0,4,0.415859475,1,-0.518859364,-0.669417977,-0.592406271
269,0,0,0,2,-0.568886955,1,0.886649556,-1.180798285,0.537733957
270,0,0,0,1,1.043504489,0,-1.387908714,-0.517500093,-0.204374456
271,0,0,0,4,1.087571624,1,-0.470114278,-1.572509972,-0.207758601
272,0,0,0,4,-0.827353173,0,-0.807946048,-1.107156657,-1.514987339
273,0,0,0,3,1.616159271,0,0.413592279,-0.480937796,-0.470109524
274,0,0,0,2,-1.195962424,0,-0.487140299,-0.614387571,-1.030708802
275,0,0,0,3,1.343068054,1,-0.597449568,-0.117919775,0.465583627
276,0,0,0,1,-0.284562076,2,1.986347706,0.42787592,1.903794086
277,0,0,0,4,-2.500024088,0,-1.712513504,-0.37878696,-0.349750454
278,0,0,0,2,-0.363135433,0,0.384248114,-1.997889092,0.326399514
279,0,0,0,3,1.154483033,1,0.683758533,0.56055952,0.723579413
280,0,0,0,3,-0.635648717,0,-1.380466988,-0.872589905,1.551425144
281,0,0,0,1,0.66943656,1,0.054154903,-0.202277521,-0.104064712
282,0,0,0,3,-0.016110934,1,-0.994472486,-0.589629601,1.524424405
283,0,0,0,3,1.460019314,0,-1.893680925,-0.254058049,1.188806895
284,0,0,0,4,-0.025026627,1,-0.053151699,0.102967008,-0.534542507
285,0,0,0,4,0.894595435,1,0.576950076,-0.554413949,1.22884573
286,0,0,0,1,0.091051124,1,0.411120499,-0.654301471,-0.37737912
287,0,0,0,4,-0.307242369,1,1.637126232,1.128751685,-2.117603096
288,0,0,0,2,0.707370708,0,0.938515756,1.403595981,-0.470465239
289,0,0,0,4,-1.016579047,2,1.739673646,-0.652093998,-2.07089341
290,0,0,0,4,-0.295908126,0,-0.484992419,-1.6273019,-0.549670928
291,0,0,0,3,-0.592499499,0,-1.844753423,-1.363050764,0.364323202
292,0,0,0,3,0.871202834,0,-0.476683733,-1.455559714,-0.551437307
293,0,0,0,2,1.004091397,0,-1.799879698,-0.324979164,-1.605515169
294,0,0,0,4,-0.398201123,1,0.38040287,0.177034173,-0.089150889
295,0,0,0,1,-0.279444242,2,-0.080898402,-0.669405767,1.179719525
296,0,0,0,4,0.654471565,1,-1.8059855,-1.135579445,1.670255292
297,0,0,0,3,-1.627056465,0,0.441889256,0.193899194,-0.712177637
298,0,0,0,3,0.028167355,1,0.338068249,1.741438412,-0.58994008
299,0,0,0,3,1.111871633,0,0.593780146,0.706844387,-3.07840842
300,0,0,0,4,1.793670328,1,-1.053096432,-1.10464566,-0.21807537
301,0,0,0,4,0.009423718,1,1.809924583,1.455798258,-2.078083192
302,0,0,0,4,-0.678020186,0,-0.255540717,-0.732225896,-0.113647298
303,0,0,0,4,0.623218453,1,-0.123541023,-0.590795859,-1.003623222
304,0,0,0,3,0.863548195,0,-1.544287406,-0.296639529,-3.869410054
305,0,0,0,3,0.795212836,1,-0.711045682,-0.148780982,-1.069797434
306,0,0,0,3,-0.477482206,1,-0.096802882,-0.109755556,0.060853959
307,0,0,0,3,0.475752361,1,-0.991377147,-0.34893584,0.42390397
308,0,0,0,3,1.451158796,1,0.146905726,0.802436595,1.206049295
309,0,0,0,4,-1.093305515,1,0.757688736,0.992815433,1.96694157
310,0,0,0,3,-0.513565817,1,-0.421124897,0.576311652,-0.424795126
311,0,0,0,3,-0.114238721,2,1.072028063,-0.871571719,0.607533446
312,0,0,0,2,-0.090421013,1,-0.219145933,-0.919585919,1.354153465
313,0,0,0,4,0.639178007,1,-0.271456075,-1.758978668,0.054494638
314,0,0,0,3,-0.818096902,2,2.38788277,-2.361776614,-0.641191892
315,0,0,0,4,-0.969311479,1,-0.26556886,-0.978921131,-0.983387244
316,0,0,0,2,-1.730606748,0,-0.006665473,0.26191234,0.445256901
317,0,0,0,2,1.505216447,0,0.459664389,-1.080922781,-0.997891841
318,0,0,0,3,1.176113681,1,0.129072683,-0.140897922,0.187944193
319,0,0,0,3,1.667569258,0,-2.808480531,-2.180250314,1.175837537
320,0,0,0,4,-1.079287087,1,0.311291496,-0.185611093,0.915235645
321,0,0,0,4,-0.479901451,1,1.001326786,-1.292846468,1.5127427
322,0,0,0,2,0.672907693,1,0.88161301,2.283071312,-1.078450764
323,0,0,0,4,0.354899916,0,-2.426823142,-1.2360858,0.126272174
324,0,0,0,4,0.622616184,1,0.343259329,0.657476592,1.207221852
325,0,0,0,3,-0.736152443,1,-0.170738991,1.475785958,0.967634152
326,0,0,0,3,-0.029861556,1,-0.99502156,0.176540521,0.275246515
327,0,0,0,2,-0.011103055,1,1.641454899,0.082245705,0.341747998
328,0,0,0,1,-2.161637252,0,0.159634724,0.12507527,-0.378701973
329,0,0,0,2,-1.747509854,0,0.029614654,1.237159997,-0.045594329
330,0,0,0,4,0.453922275,1,0.072133769,-0.679777763,0.658806928
331,0,0,0,4,1.840794063,1,0.799689217,-0.316083981,-1.196505962
332,0,0,0,2,-0.547838923,0,0.928827267,-1.675557551,-1.588409772
333,0,0,0,3,-0.21800347,0,0.520865637,1.187055797,-2.154742979
334,0,0,0,3,0.843214863,0,0.51084906,0.037154093,-1.750766892
335,0,0,0,4,0.346187196,0,0.46576521,-0.128531252,-0.53929369
336,0,0,0,4,0.202549777,0,1.127651425,0.252340837,-2.273987031
337,0,0,0,4,0.356638114,1,1.256857599,-0.758672317,0.266188652
338,0,0,0,4,-0.134532696,2,-0.987089038,-0.691309895,2.004545556
339,0,0,0,3,2.79068369,0,-0.904933603,0.358388849,-1.857491047
340,0,0,0,3,-0.720427437,0,0.750106459,0.576031794,-0.133144701
341,0,0,0,4,0.011729196,0,-1.345026907,-1.267549452,1.179113911
342,0,0,0,3,-0.45872803,0,-0.14093802,0.914970358,-2.904677657
343,0,0,0,4,-1.791725239,1,2.221478032,0.389237002,0.646405715
344,0,0,0,3,-2.211853448,1,-0.381603118,-3.111955864,1.503152298
345,0,0,0,3,0.459703193,2,1.709987713,1.072249152,0.176189589
346,0,0,0,4,-0.255197794,1,1.542446857,0.111094872,0.212959198
347,0,0,0,1,-0.080341259,2,-0.297365803,1.043068761,0.379308172
348,0,0,0,2,-1.868909935,1,0.117014404,0.738146784,1.506583378
349,0,0,0,4,0.393663002,0,-2.016530293,-0.733871723,-1.225753832
350,0,0,0,3,-0.36762044,0,-0.006907088,0.614425414,-1.053296826
351,0,0,0,3,-1.875346875,0,0.759411329,0.59203858,0.857599442
352,0,0,0,1,0.179245137,1,-0.191108733,-0.325581335,0.734953615
353,0,0,0,2,-0.98443934,0,-1.979654155,0.121813819,-1.26596416
354,0,0,0,4,0.714166357,0,-0.044504368,-0.130419501,-0.499288152
355,0,0,0,4,-0.329405179,0,-1.636498511,-0.38775266,-1.399430139
356,0,0,0,2,-1.347570234,0,-1.34492699,-0.554785623,-0.191059419
357,0,0,0,4,-0.534677654,2,0.543449221,-0.136823835,1.962857413
358,0,0,0,4,0.943135832,0,-1.687223828,-2.92514331,-1.461899059
359,0,0,0,4,0.609610655,0,-1.591508418,-0.412496311,-0.577251704
360,0,0,0,1,0.532272708,0,-1.684920737,-1.081917151,-1.30085653
361,0,0,0,3,0.390562569,1,0.498432602,-0.924810772,-1.213483036
362,0,0,0,2,-1.717600344,0,-1.486251382,-1.799406362,-2.821349482
363,0,0,0,1,3.008841434,1,0.366443494,0.698445057,1.268309064
364,0,0,0,1,1.572385457,1,1.00105501,0.779343915,-0.840520423
