"jid","tbv"
119,-0.0679334545124387
120,-0.493000576035094
121,-0.299788248070251
122,0.627630926160996
123,-1.07263755992962
124,0.395776132603184
125,0.975413116497713
126,0.0866364078594356
127,0.318491201417247
128,-0.377073179256188
129,-0.183860851291345
130,-0.377073179256188
131,0.125278873452404
132,-0.0679334545124388
133,0.78220078853287
134,-0.261145782477282
135,0.395776132603184
136,0.627630926160995
137,-0.454358110442125
138,-0.145218385698376
139,-0.106575920105407
140,-0.338430713663219
141,-0.840782766371811
142,0.163921339045373
143,-0.377073179256188
144,-0.763497835185874
145,0.473061063789121
146,0.279848735824278
147,0.704915857346933
148,0.588988460568027
149,-0.29978824807025
150,-0.995352628743686
151,0.550345994975059
152,0.163921339045373
153,-0.183860851291345
154,-0.0292909889194703
155,0.859485719718807
156,0.279848735824278
157,-0.183860851291345
158,0.24120627023131
159,0.51170352938209
160,1.63233503157818
161,-0.724855369592905
162,-0.0679334545124389
163,-0.183860851291345
164,-0.106575920105407
165,-0.0679334545124388
166,-0.222503316884313
167,-0.338430713663219
168,1.40048023802037
169,0.357133667010216
170,0.0866364078594355
171,-0.686212903999936
172,1.09134051327662
173,1.40048023802037
174,0.279848735824278
175,-0.454358110442125
176,-0.106575920105407
177,1.12998297886959
178,-0.647570438406968
179,0.936770650904745
180,1.51640763479927
181,-0.415715644849156
182,0.627630926160996
183,1.12998297886959
184,0.318491201417247
185,0.627630926160996
186,0.820843254125839
187,-1.11128002552259
188,-0.840782766371811
189,0.473061063789122
190,0.0479939422664668
191,-1.30449235348743
192,-0.531643041628062
193,0.51170352938209
194,0.588988460568027
195,-0.0292909889194703
196,0.163921339045373
197,0.820843254125839
198,1.09134051327662
199,0.743558322939901
200,0.125278873452404
201,-0.0292909889194703
202,0.0479939422664672
203,-0.724855369592905
204,-0.338430713663219
205,-1.26584988789447
206,0.0479939422664669
207,-1.11128002552259
208,0.24120627023131
209,-0.686212903999937
210,0.279848735824278
211,1.78690489395005
212,-0.338430713663219
213,-0.338430713663219
214,-0.145218385698376
215,0.820843254125839
216,-0.87942523196478
217,0.318491201417247
218,2.17332954987974
219,-0.0679334545124388
220,0.318491201417247
221,0.666273391753964
222,0.51170352938209
223,-0.29978824807025
224,-0.608927972813999
225,-1.26584988789447
226,-0.261145782477282
227,-0.802140300778842
228,1.09134051327662
229,-0.686212903999937
230,0.550345994975058
231,0.00935147667349851
232,0.704915857346933
233,0.743558322939902
234,0.125278873452404
235,0.00935147667349866
236,-0.106575920105408
237,-0.415715644849156
238,-0.493000576035093
239,0.473061063789122
240,0.202563804638341
241,-0.647570438406968
242,-0.02929098891947
243,-0.222503316884313
244,0.24120627023131
245,-0.0679334545124388
246,0.279848735824279
247,-0.29978824807025
248,-0.454358110442125
249,0.0866364078594357
250,-0.183860851291345
251,0.163921339045372
252,-0.87942523196478
253,1.59369256598521
254,-0.493000576035094
255,0.163921339045373
256,-0.377073179256188
257,-0.415715644849156
258,0.318491201417247
259,0.704915857346933
260,-0.29978824807025
261,0.163921339045373
262,-0.879425231964779
263,0.550345994975059
264,1.32319530683443
265,0.24120627023131
266,0.00935147667349836
267,-0.956710163150717
268,-0.222503316884313
269,1.16862544446256
270,0.24120627023131
271,0.704915857346933
272,-1.42041975026634
273,-0.454358110442125
274,-0.0292909889194702
275,0.473061063789122
276,-0.647570438406968
277,0.627630926160996
278,0.859485719718807
279,-0.493000576035093
280,0.0866364078594356
281,0.0479939422664668
282,-0.763497835185874
283,0.666273391753965
284,0.473061063789121
285,-1.03399509433665
286,-0.145218385698376
287,0.047993942266467
288,0.78220078853287
289,-1.03399509433665
290,-1.14992249111556
291,0.318491201417247
292,-0.0292909889194702
293,0.163921339045373
294,0.279848735824278
295,0.434418598196153
296,1.01405558209068
297,0.550345994975059
298,-0.0292909889194703
299,0.163921339045373
300,0.318491201417247
301,-0.956710163150717
302,0.125278873452404
303,0.588988460568027
304,0.357133667010216
305,0.00935147667349838
306,-0.686212903999936
307,-0.106575920105407
308,0.743558322939902
309,-0.0292909889194703
310,-0.840782766371811
311,-0.222503316884313
312,-0.0679334545124388
313,0.550345994975059
314,0.975413116497713
315,-0.87942523196478
316,0.550345994975059
317,0.00935147667349837
318,0.78220078853287
319,0.125278873452404
320,-0.493000576035093
321,0.936770650904745
322,-0.29978824807025
323,0.550345994975059
324,1.28455284124146
325,-0.454358110442124
326,-0.377073179256188
327,-0.261145782477282
328,-1.03399509433665
329,0.975413116497714
330,-0.415715644849156
331,-1.42041975026634
332,-0.0679334545124389
333,-0.454358110442125
334,-0.222503316884313
335,0.0866364078594355
336,-0.840782766371811
337,-0.608927972813999
338,0.0866364078594354
339,0.279848735824279
340,-1.07263755992962
341,0.202563804638341
342,-0.338430713663219
343,0.51170352938209
344,-0.608927972814
345,-0.183860851291345
346,-0.415715644849156
347,-0.415715644849156
348,-0.222503316884313
349,-1.49770468145228
350,-0.377073179256188
351,-0.0679334545124387
352,-0.0679334545124389
353,0.473061063789122
354,-1.18856495670853
355,-1.30449235348743
356,1.12998297886959
357,-0.29978824807025
358,-0.299788248070251
359,1.47776516920631
360,-0.222503316884313
361,1.09134051327662
362,0.318491201417247
363,0.24120627023131
364,-0.0679334545124389
365,-0.338430713663219
366,-0.454358110442125
367,-0.570285507221031
368,0.0479939422664671
369,-0.454358110442125
370,0.318491201417247
371,0.473061063789121
372,-0.647570438406968
373,-0.840782766371811
374,1.4777651692063
375,-0.956710163150717
376,-0.377073179256188
377,0.279848735824279
378,-0.608927972813999
379,2.32789941225161
380,1.3618377724274
381,-0.29978824807025
382,-1.07263755992962
383,0.0479939422664669
384,-0.918067697557749
385,1.16862544446256
386,-0.87942523196478
387,-1.03399509433665
388,0.202563804638341
389,-0.493000576035094
390,0.704915857346933
391,0.0866364078594355
392,-0.608927972813999
393,-1.11128002552259
394,-0.802140300778842
395,-1.18856495670853
396,-0.377073179256187
397,1.70961996276412
398,-1.18856495670853
399,-1.3431348190804
400,-1.18856495670853
401,-0.415715644849156
402,0.163921339045373
403,0.318491201417247
404,-0.377073179256187
405,-0.531643041628062
406,0.125278873452404
407,-0.918067697557748
408,0.357133667010216
409,-0.183860851291345
410,0.0479939422664668
411,-0.570285507221031
412,0.78220078853287
413,0.0866364078594356
414,-0.763497835185874
415,-0.0292909889194702
416,0.473061063789122
417,-1.30449235348743
418,0.588988460568027
419,-0.647570438406968
420,-0.995352628743685
421,0.588988460568027
422,-0.415715644849156
423,-0.0679334545124388
424,0.357133667010216
425,1.24591037564849
426,0.936770650904745
427,0.279848735824279
428,-0.183860851291345
429,-0.493000576035094
430,-0.0292909889194703
431,0.395776132603185
432,-0.531643041628062
433,0.279848735824279
434,-0.918067697557748
435,0.279848735824279
436,-0.0679334545124386
437,-0.686212903999937
438,0.125278873452404
439,0.279848735824279
440,0.357133667010216
441,0.163921339045373
442,0.202563804638341
443,1.09134051327662
444,1.01405558209068
445,-0.29978824807025
446,-0.493000576035093
447,-0.493000576035094
448,-0.261145782477282
449,1.20726791005553
450,1.32319530683443
451,0.318491201417247
452,-1.72955947501009
453,-0.802140300778842
454,-0.724855369592905
455,0.00935147667349834
456,0.0866364078594354
457,-1.11128002552259
458,0.666273391753965
459,0.395776132603184
460,-0.918067697557748
461,1.12998297886959
462,0.898128185311775
463,-0.106575920105407
464,1.12998297886959
465,0.473061063789122
466,0.666273391753964
467,-0.338430713663219
468,1.05269804768365
469,0.357133667010216
470,0.0479939422664668
471,-0.956710163150717
472,-0.686212903999937
473,0.125278873452404
474,-0.87942523196478
475,0.24120627023131
476,0.163921339045373
477,0.279848735824278
478,-0.802140300778842
479,-0.0292909889194703
480,-0.802140300778842
481,0.627630926160996
482,-0.0679334545124388
483,-0.802140300778843
484,-0.0679334545124389
485,-0.608927972813999
486,-0.647570438406968
487,-0.29978824807025
488,-0.763497835185874
489,0.279848735824279
490,-0.686212903999936
491,0.434418598196153
492,0.975413116497714
493,0.163921339045373
494,0.434418598196153
495,-0.183860851291345
496,-0.570285507221031
497,0.395776132603184
498,0.859485719718807
499,-0.0679334545124389
500,0.318491201417247
